,location,bath,price,BHK,total_sqft_new
10866,Panathur,2.0,57.0,2,980.0
11893,Panathur,2.0,60.0,2,1075.0
12119,Panathur,2.0,69.0,2,1210.0
12147,Panathur,2.0,76.0,2,1343.0
1570,Parappana Agrahara,2.0,47.0,2,1194.0
2971,Parappana Agrahara,2.0,47.0,2,1194.0
3003,Parappana Agrahara,2.0,46.0,2,1194.0
4306,Parappana Agrahara,2.0,47.0,2,1194.0
6560,Parappana Agrahara,2.0,46.0,2,1194.0
6749,Parappana Agrahara,2.0,47.0,2,1194.0
8520,Parappana Agrahara,2.0,47.0,2,1194.0
9525,Parappana Agrahara,2.0,43.0,2,1092.0
12099,Parappana Agrahara,2.0,46.0,2,1194.0
12110,Parappana Agrahara,2.0,47.0,2,1194.0
12141,Parappana Agrahara,2.0,47.0,2,1194.0
12431,Parappana Agrahara,2.0,46.0,2,1194.0
12478,Parappana Agrahara,2.0,46.0,2,1194.0
191,Pattandur Agrahara,2.0,80.0,3,1550.0
3271,Pattandur Agrahara,2.0,59.8,2,1247.0
4321,Pattandur Agrahara,2.0,42.0,2,900.0
4870,Pattandur Agrahara,2.0,66.0,2,1302.0
8283,Pattandur Agrahara,2.0,80.0,3,1550.0
8572,Pattandur Agrahara,2.0,62.35,2,1247.0
11041,Pattandur Agrahara,2.0,68.0,2,1350.0
1399,Poorna Pragna Layout,2.0,39.55,2,920.0
1426,Poorna Pragna Layout,2.0,58.99,3,1475.0
2158,Poorna Pragna Layout,2.0,50.79,3,1270.0
2921,Poorna Pragna Layout,2.0,46.39,2,1160.0
3711,Poorna Pragna Layout,2.0,50.79,3,1270.0
4041,Poorna Pragna Layout,2.0,50.79,3,1270.0
5142,Poorna Pragna Layout,2.0,58.25,3,1355.0
5548,Poorna Pragna Layout,2.0,58.27,3,1355.0
6031,Poorna Pragna Layout,2.0,58.99,3,1475.0
6797,Poorna Pragna Layout,2.0,50.79,3,1270.0
7463,Poorna Pragna Layout,2.0,46.39,2,1160.0
8249,Poorna Pragna Layout,2.0,50.79,3,1270.0
8365,Poorna Pragna Layout,2.0,46.39,2,1160.0
8600,Poorna Pragna Layout,2.0,58.99,3,1475.0
11823,Poorna Pragna Layout,2.0,50.79,3,1270.0
12219,Poorna Pragna Layout,2.0,50.79,3,1270.0
1745,Prithvi Layout,4.0,162.0,4,2028.0
2139,Prithvi Layout,2.0,87.5,2,1352.0
2189,Prithvi Layout,2.0,68.0,2,1190.0
2523,Prithvi Layout,2.0,85.0,2,1352.0
4081,Prithvi Layout,2.0,75.0,2,1352.0
7220,Prithvi Layout,3.0,93.0,2,1352.0
10715,Prithvi Layout,3.0,125.0,3,2100.0
617,R.T. Nagar,4.0,70.0,4,1500.0
2052,R.T. Nagar,3.0,85.0,3,1560.0
2342,R.T. Nagar,2.0,46.0,2,1040.0
4746,R.T. Nagar,2.0,65.0,2,1235.0
5675,R.T. Nagar,2.0,55.0,2,970.0
6072,R.T. Nagar,3.0,125.0,3,1560.0
6849,R.T. Nagar,2.0,60.0,2,1200.0
7313,R.T. Nagar,3.0,72.0,3,1680.0
7958,R.T. Nagar,2.0,78.0,3,1400.0
9969,R.T. Nagar,2.0,72.0,2,1150.0
11324,R.T. Nagar,8.0,165.0,9,3600.0
11741,R.T. Nagar,2.0,48.0,2,1080.0
12455,R.T. Nagar,3.0,120.0,4,1800.0
12906,R.T. Nagar,2.0,70.0,3,1500.0
12970,R.T. Nagar,2.0,85.0,2,1100.0
13232,R.T. Nagar,3.0,130.0,3,1667.0
982,Rachenahalli,2.0,52.07,2,1050.0
1026,Rachenahalli,2.0,74.5,3,1530.0
1049,Rachenahalli,2.0,55.5,2,1050.0
1331,Rachenahalli,2.0,74.4,3,1530.0
1473,Rachenahalli,2.0,53.5,2,1050.0
1658,Rachenahalli,2.0,74.39,3,1530.0
2460,Rachenahalli,2.0,59.5,2,1220.0
2728,Rachenahalli,2.0,52.5,2,1050.0
2742,Rachenahalli,3.0,73.5,3,1550.0
3906,Rachenahalli,2.0,52.1,2,1050.0
4131,Rachenahalli,2.0,53.5,2,1050.0
4479,Rachenahalli,2.0,55.0,2,1113.0
4500,Rachenahalli,3.0,74.5,3,1550.0
4750,Rachenahalli,2.0,74.4,3,1530.0
4946,Rachenahalli,2.0,74.5,3,1530.0
5179,Rachenahalli,1.0,32.64,1,680.0
5402,Rachenahalli,2.0,52.5,2,1050.0
6122,Rachenahalli,3.0,72.5,3,1550.0
6163,Rachenahalli,2.0,74.4,3,1530.0
7246,Rachenahalli,2.0,55.5,2,1050.0
8110,Rachenahalli,2.0,49.97,2,985.0
8235,Rachenahalli,2.0,52.5,2,1050.0
8504,Rachenahalli,2.0,52.08,2,1050.0
8518,Rachenahalli,3.0,72.5,3,1550.0
8658,Rachenahalli,2.0,52.07,2,1050.0
8826,Rachenahalli,2.0,74.4,3,1530.0
9425,Rachenahalli,2.0,52.08,2,1050.0
9473,Rachenahalli,2.0,49.97,2,985.0
10234,Rachenahalli,2.0,52.5,2,1050.0
10563,Rachenahalli,2.0,50.17,2,985.0
12592,Rachenahalli,2.0,73.5,3,1550.0
12784,Rachenahalli,2.0,50.17,2,985.0
13310,Rachenahalli,2.0,52.71,2,1050.0
17,Raja Rajeshwari Nagar,3.0,60.0,3,1540.0
33,Raja Rajeshwari Nagar,3.0,57.39,3,1693.0
262,Raja Rajeshwari Nagar,2.0,43.9,2,1295.0
390,Raja Rajeshwari Nagar,2.0,45.79,2,1145.0
433,Raja Rajeshwari Nagar,2.0,48.1,2,1419.0
450,Raja Rajeshwari Nagar,2.0,55.47,2,1295.0
607,Raja Rajeshwari Nagar,2.0,49.07,2,1133.0
616,Raja Rajeshwari Nagar,2.0,42.0,2,1090.0
873,Raja Rajeshwari Nagar,2.0,49.39,2,1140.0
957,Raja Rajeshwari Nagar,2.0,55.79,2,1303.0
1000,Raja Rajeshwari Nagar,1.0,22.0,1,600.0
1209,Raja Rajeshwari Nagar,2.0,53.76,3,1278.0
1254,Raja Rajeshwari Nagar,1.0,25.0,1,500.0
1329,Raja Rajeshwari Nagar,2.0,38.65,2,1143.0
1386,Raja Rajeshwari Nagar,3.0,74.0,3,1610.0
1449,Raja Rajeshwari Nagar,3.0,57.39,3,1693.0
1525,Raja Rajeshwari Nagar,2.0,63.53,2,1258.0
1555,Raja Rajeshwari Nagar,2.0,38.24,2,1128.0
1653,Raja Rajeshwari Nagar,2.0,53.8,2,1157.0
1844,Raja Rajeshwari Nagar,2.0,47.39,2,1185.0
1971,Raja Rajeshwari Nagar,3.0,57.0,3,1530.0
2173,Raja Rajeshwari Nagar,3.0,61.2,3,1530.0
2319,Raja Rajeshwari Nagar,2.0,50.0,2,1030.0
2412,Raja Rajeshwari Nagar,2.0,51.51,2,1196.0
2626,Raja Rajeshwari Nagar,2.0,55.91,2,1306.0
2696,Raja Rajeshwari Nagar,3.0,67.98,3,1608.0
2708,Raja Rajeshwari Nagar,3.0,51.87,3,1530.0
2710,Raja Rajeshwari Nagar,2.0,78.0,3,1575.0
2872,Raja Rajeshwari Nagar,2.0,39.02,2,1151.0
2880,Raja Rajeshwari Nagar,2.0,65.0,3,1570.0
2895,Raja Rajeshwari Nagar,3.0,53.56,3,1580.0
3013,Raja Rajeshwari Nagar,2.0,51.15,2,1196.0
3025,Raja Rajeshwari Nagar,2.0,48.0,2,1419.0
3027,Raja Rajeshwari Nagar,2.0,62.4,3,1560.0
3189,Raja Rajeshwari Nagar,1.0,31.75,1,648.0
3311,Raja Rajeshwari Nagar,2.0,55.0,2,1100.0
3529,Raja Rajeshwari Nagar,2.0,38.55,2,1140.0
3667,Raja Rajeshwari Nagar,2.0,43.59,2,1090.0
3791,Raja Rajeshwari Nagar,3.0,51.77,3,1530.0
3956,Raja Rajeshwari Nagar,2.0,42.0,2,1023.0
4009,Raja Rajeshwari Nagar,2.0,50.0,2,1070.0
4137,Raja Rajeshwari Nagar,2.0,59.0,3,1510.0
4177,Raja Rajeshwari Nagar,8.0,225.0,8,4800.0
4209,Raja Rajeshwari Nagar,2.0,48.79,2,1128.0
4311,Raja Rajeshwari Nagar,2.0,42.85,2,1267.0
4320,Raja Rajeshwari Nagar,1.0,21.0,1,550.0
4573,Raja Rajeshwari Nagar,2.0,37.95,2,1120.0
4711,Raja Rajeshwari Nagar,2.0,45.0,2,1210.0
4736,Raja Rajeshwari Nagar,2.0,53.27,2,1240.0
4809,Raja Rajeshwari Nagar,2.0,45.0,2,1165.0
4913,Raja Rajeshwari Nagar,2.0,37.97,2,1120.0
4924,Raja Rajeshwari Nagar,2.0,38.65,2,1140.0
4997,Raja Rajeshwari Nagar,2.0,38.33,2,1095.0
5125,Raja Rajeshwari Nagar,2.0,60.0,3,1420.0
5233,Raja Rajeshwari Nagar,2.0,44.17,2,1303.0
5433,Raja Rajeshwari Nagar,3.0,53.56,3,1580.0
5466,Raja Rajeshwari Nagar,2.0,40.17,2,1185.0
5489,Raja Rajeshwari Nagar,2.0,49.27,2,1140.0
5513,Raja Rajeshwari Nagar,2.0,50.0,3,1430.0
5580,Raja Rajeshwari Nagar,2.0,38.33,2,1095.0
5804,Raja Rajeshwari Nagar,3.0,57.6,3,1280.0
5862,Raja Rajeshwari Nagar,2.0,55.79,2,1303.0
5978,Raja Rajeshwari Nagar,2.0,38.41,2,1133.0
6063,Raja Rajeshwari Nagar,2.0,49.0,2,1151.0
6109,Raja Rajeshwari Nagar,2.0,54.35,2,1267.0
6118,Raja Rajeshwari Nagar,3.0,52.45,3,1550.0
6119,Raja Rajeshwari Nagar,2.0,50.0,2,1100.0
6165,Raja Rajeshwari Nagar,2.0,40.17,2,1185.0
6189,Raja Rajeshwari Nagar,3.0,72.0,3,1751.0
6353,Raja Rajeshwari Nagar,2.0,44.17,2,1306.0
6475,Raja Rajeshwari Nagar,2.0,40.44,2,1196.0
6833,Raja Rajeshwari Nagar,2.0,40.0,2,1128.0
6837,Raja Rajeshwari Nagar,2.0,39.0,2,1151.0
6960,Raja Rajeshwari Nagar,2.0,54.99,3,1375.0
7182,Raja Rajeshwari Nagar,2.0,48.0,2,1060.0
7204,Raja Rajeshwari Nagar,6.0,195.0,6,3900.0
7352,Raja Rajeshwari Nagar,2.0,48.79,2,1128.0
7439,Raja Rajeshwari Nagar,2.0,48.0,3,1400.0
7562,Raja Rajeshwari Nagar,2.0,50.0,2,1170.0
7672,Raja Rajeshwari Nagar,2.0,51.15,2,1185.0
7694,Raja Rajeshwari Nagar,2.0,53.87,2,1255.0
7804,Raja Rajeshwari Nagar,2.0,60.42,2,1419.0
7844,Raja Rajeshwari Nagar,3.0,71.38,3,1693.0
8080,Raja Rajeshwari Nagar,2.0,40.54,2,1196.0
8139,Raja Rajeshwari Nagar,2.0,40.54,2,1196.0
8150,Raja Rajeshwari Nagar,3.0,60.65,3,1630.0
8164,Raja Rajeshwari Nagar,3.0,51.77,3,1531.0
8209,Raja Rajeshwari Nagar,2.0,38.37,2,1133.0
8454,Raja Rajeshwari Nagar,2.0,48.7,2,1140.0
8510,Raja Rajeshwari Nagar,2.0,38.65,2,1140.0
8554,Raja Rajeshwari Nagar,2.0,38.55,2,1140.0
8626,Raja Rajeshwari Nagar,2.0,55.47,2,1295.0
8651,Raja Rajeshwari Nagar,2.0,40.0,2,1133.0
8727,Raja Rajeshwari Nagar,2.0,55.0,3,1510.0
8874,Raja Rajeshwari Nagar,2.0,52.0,2,1110.0
8924,Raja Rajeshwari Nagar,3.0,54.51,3,1608.0
9024,Raja Rajeshwari Nagar,3.0,51.04,3,1500.0
9025,Raja Rajeshwari Nagar,2.0,51.15,2,1185.0
9036,Raja Rajeshwari Nagar,2.0,43.9,2,1295.0
9108,Raja Rajeshwari Nagar,2.0,53.76,3,1279.0
9134,Raja Rajeshwari Nagar,2.0,40.54,2,1196.0
9357,Raja Rajeshwari Nagar,2.0,42.04,2,1240.0
9658,Raja Rajeshwari Nagar,3.0,64.0,3,1530.0
9662,Raja Rajeshwari Nagar,3.0,73.8,3,1587.0
9676,Raja Rajeshwari Nagar,3.0,51.77,3,1529.0
9707,Raja Rajeshwari Nagar,2.0,55.47,2,1295.0
9780,Raja Rajeshwari Nagar,2.0,67.0,3,1450.0
10187,Raja Rajeshwari Nagar,2.0,45.0,2,945.0
10334,Raja Rajeshwari Nagar,2.0,55.78,2,1303.0
10393,Raja Rajeshwari Nagar,2.0,48.1,2,1419.0
10568,Raja Rajeshwari Nagar,2.0,86.0,3,1700.0
10817,Raja Rajeshwari Nagar,2.0,62.0,2,1270.0
10845,Raja Rajeshwari Nagar,2.0,62.0,3,1260.0
11594,Raja Rajeshwari Nagar,2.0,40.54,2,1196.0
11721,Raja Rajeshwari Nagar,2.0,66.85,3,1580.0
11830,Raja Rajeshwari Nagar,2.0,37.0,2,1050.0
12168,Raja Rajeshwari Nagar,2.0,40.54,2,1196.0
12749,Raja Rajeshwari Nagar,2.0,50.0,2,1000.0
12797,Raja Rajeshwari Nagar,2.0,63.0,3,1485.0
12857,Raja Rajeshwari Nagar,2.0,56.0,3,1335.0
12897,Raja Rajeshwari Nagar,3.0,53.12,3,1571.0
13137,Raja Rajeshwari Nagar,2.0,42.54,2,1255.0
13149,Raja Rajeshwari Nagar,3.0,64.86,3,1530.0
13206,Raja Rajeshwari Nagar,2.0,44.0,2,1140.0
13226,Raja Rajeshwari Nagar,8.0,215.0,8,6000.0
13227,Raja Rajeshwari Nagar,2.0,39.0,2,1140.0
13273,Raja Rajeshwari Nagar,1.0,22.0,1,510.0
13304,Raja Rajeshwari Nagar,2.0,40.14,2,1187.0
107,Rajaji Nagar,3.0,229.0,3,1640.0
1569,Rajaji Nagar,4.0,540.0,4,3516.0
1931,Rajaji Nagar,3.0,223.0,3,1640.0
2208,Rajaji Nagar,4.0,492.0,4,3526.0
2428,Rajaji Nagar,4.0,558.0,4,3526.0
3062,Rajaji Nagar,3.0,260.0,3,1800.0
3100,Rajaji Nagar,3.0,241.0,3,1640.0
3118,Rajaji Nagar,2.0,170.0,2,1370.0
3231,Rajaji Nagar,3.0,360.0,3,2409.0
3518,Rajaji Nagar,6.0,475.0,4,3436.0
3881,Rajaji Nagar,3.0,334.0,3,2386.0
4034,Rajaji Nagar,6.0,500.0,4,3436.0
4114,Rajaji Nagar,2.0,150.0,2,1200.0
4124,Rajaji Nagar,1.0,163.0,2,1160.0
5313,Rajaji Nagar,2.0,170.0,2,1440.0
5367,Rajaji Nagar,3.0,400.0,3,2448.0
5595,Rajaji Nagar,2.0,185.0,2,1440.0
5799,Rajaji Nagar,3.0,230.0,3,1640.0
6054,Rajaji Nagar,2.0,250.0,3,1800.0
6453,Rajaji Nagar,3.0,369.0,3,2300.0
6473,Rajaji Nagar,3.0,220.0,3,1640.0
6695,Rajaji Nagar,3.0,350.0,3,2500.0
7114,Rajaji Nagar,3.0,403.0,3,2559.0
7675,Rajaji Nagar,3.0,262.0,2,1763.0
7789,Rajaji Nagar,3.0,220.0,3,1640.0
8113,Rajaji Nagar,3.0,320.0,5,2400.0
8219,Rajaji Nagar,3.0,240.0,3,1800.0
9094,Rajaji Nagar,3.0,330.0,3,2450.0
9124,Rajaji Nagar,3.0,262.0,3,1640.0
9305,Rajaji Nagar,3.0,375.0,3,2367.0
9729,Rajaji Nagar,3.0,251.0,3,1640.0
10072,Rajaji Nagar,3.0,268.0,3,1640.0
10665,Rajaji Nagar,4.0,340.0,3,2367.0
10736,Rajaji Nagar,3.0,224.0,3,1720.0
10910,Rajaji Nagar,5.0,510.0,5,3600.0
11152,Rajaji Nagar,3.0,200.0,3,1700.0
11398,Rajaji Nagar,3.0,340.0,3,2500.0
11417,Rajaji Nagar,3.0,372.0,3,2390.0
12434,Rajaji Nagar,3.0,275.0,2,1718.0
12481,Rajaji Nagar,3.0,240.0,2,1763.0
12555,Rajaji Nagar,3.0,320.0,3,2367.0
13013,Rajaji Nagar,3.0,245.0,3,1640.0
3607,Rajiv Nagar,4.0,148.0,4,2340.0
6021,Rajiv Nagar,2.0,93.0,2,1330.0
8328,Rajiv Nagar,2.0,80.0,2,1309.0
8339,Rajiv Nagar,4.0,145.0,4,2340.0
12682,Rajiv Nagar,5.0,160.0,4,2340.0
28,Ramagondanahalli,2.0,48.77,2,1151.0
530,Ramagondanahalli,2.0,47.0,2,1251.0
735,Ramagondanahalli,2.0,52.04,2,1235.0
1697,Ramagondanahalli,1.0,30.0,1,540.0
2030,Ramagondanahalli,3.0,62.0,3,1635.0
2155,Ramagondanahalli,2.0,46.8,2,1235.0
2631,Ramagondanahalli,2.0,51.26,2,1215.0
3059,Ramagondanahalli,2.0,47.4,2,1251.0
4487,Ramagondanahalli,4.0,155.0,4,2800.0
4524,Ramagondanahalli,2.0,52.66,2,1253.0
4988,Ramagondanahalli,2.0,50.5,2,1151.0
5334,Ramagondanahalli,2.0,49.3,2,1235.0
6237,Ramagondanahalli,3.0,60.44,3,1451.0
7285,Ramagondanahalli,2.0,46.1,2,1215.0
7362,Ramagondanahalli,2.0,63.0,3,1475.0
8041,Ramagondanahalli,2.0,50.0,2,1251.0
8246,Ramagondanahalli,2.0,43.6,2,1151.0
9018,Ramagondanahalli,2.0,53.0,2,1251.0
9428,Ramagondanahalli,2.0,45.82,2,845.0
10060,Ramagondanahalli,2.0,76.0,3,1738.0
10160,Ramagondanahalli,3.0,114.0,3,2040.0
10244,Ramagondanahalli,3.0,150.0,3,3350.0
11447,Ramagondanahalli,2.0,46.0,2,1151.0
11762,Ramagondanahalli,3.0,56.1,3,1200.0
12183,Ramagondanahalli,2.0,75.0,2,1125.0
12531,Ramagondanahalli,3.0,100.0,3,1500.0
12607,Ramagondanahalli,2.0,68.0,3,1680.0
114,Ramamurthy Nagar,4.0,225.0,4,3700.0
238,Ramamurthy Nagar,5.0,150.0,5,3500.0
1248,Ramamurthy Nagar,2.0,50.0,2,1040.0
1618,Ramamurthy Nagar,3.0,75.0,3,1600.0
1637,Ramamurthy Nagar,3.0,72.0,2,1200.0
2085,Ramamurthy Nagar,2.0,50.79,2,950.0
2104,Ramamurthy Nagar,2.0,66.0,3,1200.0
3076,Ramamurthy Nagar,3.0,65.0,3,1515.0
3461,Ramamurthy Nagar,2.0,68.0,2,1100.0
3677,Ramamurthy Nagar,2.0,45.5,2,1185.0
3789,Ramamurthy Nagar,2.0,46.8,2,1170.0
4092,Ramamurthy Nagar,2.0,51.0,2,1150.0
4397,Ramamurthy Nagar,2.0,48.0,2,1200.0
4490,Ramamurthy Nagar,3.0,150.0,3,3600.0
4628,Ramamurthy Nagar,2.0,65.0,2,1110.0
4639,Ramamurthy Nagar,2.0,56.4,3,1410.0
4968,Ramamurthy Nagar,2.0,41.0,3,1000.0
5550,Ramamurthy Nagar,2.0,57.0,2,1006.0
5963,Ramamurthy Nagar,2.0,52.0,3,1300.0
6070,Ramamurthy Nagar,3.0,75.0,3,1600.0
6202,Ramamurthy Nagar,2.0,33.0,2,700.0
6357,Ramamurthy Nagar,2.0,47.0,2,1125.0
6454,Ramamurthy Nagar,2.0,62.0,2,1000.0
6978,Ramamurthy Nagar,2.0,67.0,2,1334.0
7069,Ramamurthy Nagar,2.0,46.0,2,1200.0
7565,Ramamurthy Nagar,2.0,57.9,2,1200.0
7677,Ramamurthy Nagar,3.0,60.0,3,1305.0
9261,Ramamurthy Nagar,4.0,130.0,4,2200.0
10495,Ramamurthy Nagar,2.0,51.66,2,1050.0
10783,Ramamurthy Nagar,3.0,125.0,3,2316.0
11063,Ramamurthy Nagar,2.0,50.0,2,1101.0
12362,Ramamurthy Nagar,2.0,39.0,2,935.0
12581,Ramamurthy Nagar,2.0,68.0,2,1200.0
2701,Rayasandra,2.0,44.95,2,1065.0
3365,Rayasandra,3.0,75.0,3,1708.0
5100,Rayasandra,3.0,67.0,3,1577.0
5798,Rayasandra,2.0,57.0,2,1253.0
6368,Rayasandra,1.0,26.9,1,583.0
6416,Rayasandra,2.0,54.0,2,1198.0
8223,Rayasandra,3.0,70.0,3,1601.0
8705,Rayasandra,3.0,76.0,4,1708.0
9781,Rayasandra,1.0,21.0,1,470.0
12121,Rayasandra,2.0,59.0,3,1357.0
819,Sahakara Nagar,3.0,195.0,4,2830.0
952,Sahakara Nagar,2.0,95.0,3,1500.0
1022,Sahakara Nagar,2.0,56.0,2,1100.0
1977,Sahakara Nagar,2.0,75.0,3,1100.0
2325,Sahakara Nagar,3.0,115.0,3,1655.0
2768,Sahakara Nagar,2.0,54.0,2,1150.0
2891,Sahakara Nagar,2.0,69.85,2,1270.0
4143,Sahakara Nagar,2.0,56.0,2,960.0
4455,Sahakara Nagar,2.0,50.0,2,1048.0
5083,Sahakara Nagar,2.0,55.0,2,1160.0
5177,Sahakara Nagar,2.0,75.0,3,1200.0
5906,Sahakara Nagar,2.0,55.0,2,1100.0
6730,Sahakara Nagar,2.0,60.0,2,1000.0
7944,Sahakara Nagar,2.0,90.0,3,1370.0
8173,Sahakara Nagar,2.0,55.0,2,1100.0
8348,Sahakara Nagar,2.0,75.0,3,1100.0
9872,Sahakara Nagar,2.0,72.0,2,1180.0
9884,Sahakara Nagar,2.0,60.0,2,1200.0
12082,Sahakara Nagar,2.0,80.0,2,1201.0
13194,Sahakara Nagar,2.0,72.3,2,1291.0
90,Sanjay nagar,2.0,70.0,2,1000.0
1377,Sanjay nagar,2.0,72.2,2,1150.0
2953,Sanjay nagar,1.0,35.0,2,630.0
3451,Sanjay nagar,3.0,250.0,5,3300.0
5312,Sanjay nagar,2.0,90.0,2,1575.0
7343,Sanjay nagar,2.0,76.0,3,1200.0
9131,Sanjay nagar,2.0,55.0,2,960.0
11952,Sanjay nagar,2.0,59.0,2,1050.0
12487,Sanjay nagar,2.0,70.0,2,1150.0
13098,Sanjay nagar,2.0,80.0,2,1180.0
2331,Sarakki Nagar,4.0,253.0,3,2121.0
2704,Sarakki Nagar,3.0,260.0,3,2289.0
5422,Sarakki Nagar,3.0,128.0,3,1200.0
6176,Sarakki Nagar,4.0,349.0,4,3131.0
10631,Sarakki Nagar,5.0,345.0,4,3126.0
13180,Sarakki Nagar,6.0,349.0,4,3124.0
131,Sarjapur,3.0,75.0,3,1600.0
165,Sarjapur,2.0,43.49,2,1242.5
270,Sarjapur,2.0,32.0,2,913.0
734,Sarjapur,2.0,47.0,2,1185.0
966,Sarjapur,2.0,42.0,3,900.0
1391,Sarjapur,2.0,35.0,2,1020.0
1548,Sarjapur,2.0,42.0,2,1195.0
1734,Sarjapur,2.0,44.0,2,1240.0
1812,Sarjapur,2.0,65.0,4,1550.0
1906,Sarjapur,2.0,32.5,2,950.0
2333,Sarjapur,2.0,48.0,3,1525.0
2630,Sarjapur,3.0,160.0,4,3190.0
2652,Sarjapur,2.0,40.0,2,1215.0
2901,Sarjapur,4.0,115.0,4,2540.0
3393,Sarjapur,2.0,30.0,2,1000.0
3601,Sarjapur,2.0,40.0,2,1157.0
4218,Sarjapur,3.0,85.0,3,2020.0
4546,Sarjapur,3.0,60.0,4,1917.0
5391,Sarjapur,2.0,44.3,2,1240.0
5663,Sarjapur,1.0,19.0,1,625.0
6434,Sarjapur,2.0,36.0,2,913.0
6704,Sarjapur,2.0,53.35,3,1404.0
7086,Sarjapur,3.0,88.0,3,1830.0
7165,Sarjapur,2.0,56.0,3,1364.0
7660,Sarjapur,2.0,32.0,2,1044.0
7932,Sarjapur,1.0,19.87,1,650.0
8118,Sarjapur,2.0,42.0,2,1175.0
8272,Sarjapur,2.0,43.1,2,1240.0
8311,Sarjapur,2.0,35.41,3,1170.0
8373,Sarjapur,2.0,42.0,2,1032.0
8934,Sarjapur,2.0,34.0,2,1044.0
9445,Sarjapur,2.0,62.0,2,1200.0
9537,Sarjapur,2.0,27.98,2,900.0
9771,Sarjapur,3.0,130.0,4,2970.0
9857,Sarjapur,2.0,32.0,2,850.0
10044,Sarjapur,2.0,41.68,2,1175.0
10185,Sarjapur,3.0,55.0,3,1575.0
10459,Sarjapur,2.0,33.0,2,920.0
10670,Sarjapur,3.0,50.0,3,1445.0
10702,Sarjapur,2.0,41.0,2,1150.0
10890,Sarjapur,2.0,42.6,2,1200.0
10893,Sarjapur,3.0,50.0,3,1333.0
10903,Sarjapur,2.0,36.0,2,1044.0
11368,Sarjapur,2.0,35.0,2,950.0
11490,Sarjapur,4.0,115.0,4,2585.5
11504,Sarjapur,3.0,100.0,3,2172.0
12698,Sarjapur,2.0,68.0,3,1525.0
12710,Sarjapur,2.0,45.0,2,1095.0
13280,Sarjapur,3.0,57.0,3,1425.0
115,Sarjapur  Road,3.0,140.0,3,2497.0
219,Sarjapur  Road,3.0,98.29,3,1787.0
220,Sarjapur  Road,3.0,125.0,3,1787.0
264,Sarjapur  Road,2.0,49.2,2,1035.0
300,Sarjapur  Road,3.0,104.0,4,1863.0
331,Sarjapur  Road,2.0,67.0,2,1000.0
452,Sarjapur  Road,2.0,74.03,2,1346.0
509,Sarjapur  Road,2.0,70.0,2,1195.0
567,Sarjapur  Road,3.0,100.0,3,1550.0
571,Sarjapur  Road,3.0,125.0,3,2100.0
653,Sarjapur  Road,2.0,58.0,2,1210.0
846,Sarjapur  Road,3.0,113.0,3,1691.0
909,Sarjapur  Road,3.0,140.0,3,2238.0
916,Sarjapur  Road,3.0,110.0,3,1800.0
1268,Sarjapur  Road,2.0,59.0,2,1128.0
1390,Sarjapur  Road,3.0,110.0,3,1700.0
1462,Sarjapur  Road,2.0,75.0,3,1157.0
1532,Sarjapur  Road,2.0,72.0,2,1282.0
1614,Sarjapur  Road,6.0,228.5,4,3430.0
1748,Sarjapur  Road,2.0,62.0,2,1050.0
2192,Sarjapur  Road,4.0,103.0,3,1929.0
2197,Sarjapur  Road,2.0,58.0,2,1155.0
2262,Sarjapur  Road,3.0,100.0,3,1819.0
2273,Sarjapur  Road,4.0,110.0,3,1845.0
2288,Sarjapur  Road,2.0,77.65,2,1233.0
2352,Sarjapur  Road,4.0,242.0,4,4395.0
2513,Sarjapur  Road,3.0,112.0,3,1680.0
2629,Sarjapur  Road,3.0,58.0,3,1220.0
2695,Sarjapur  Road,2.0,78.0,2,1311.0
2727,Sarjapur  Road,2.0,75.0,3,1157.0
2749,Sarjapur  Road,2.0,75.0,2,1145.0
2820,Sarjapur  Road,2.0,70.0,3,1300.0
2849,Sarjapur  Road,3.0,90.0,3,1725.0
3106,Sarjapur  Road,2.0,55.0,2,1084.0
3125,Sarjapur  Road,3.0,62.0,3,1220.0
3159,Sarjapur  Road,3.0,110.0,3,1750.0
3217,Sarjapur  Road,4.0,95.0,3,1888.0
3288,Sarjapur  Road,3.0,70.0,3,1200.0
3354,Sarjapur  Road,5.0,385.0,5,5965.0
3503,Sarjapur  Road,1.0,40.0,1,685.0
3604,Sarjapur  Road,2.0,82.0,2,1241.0
3649,Sarjapur  Road,2.0,45.91,2,984.0
3660,Sarjapur  Road,2.0,68.0,2,1400.0
3744,Sarjapur  Road,1.0,46.95,1,835.0
3800,Sarjapur  Road,2.0,76.0,2,1280.0
3842,Sarjapur  Road,2.0,78.0,2,1263.0
3935,Sarjapur  Road,3.0,98.0,3,1691.0
4305,Sarjapur  Road,2.0,83.0,2,1308.0
4309,Sarjapur  Road,3.0,91.0,3,1592.0
4344,Sarjapur  Road,2.0,77.0,2,1150.0
4414,Sarjapur  Road,3.0,120.0,3,1965.0
4519,Sarjapur  Road,2.0,49.0,2,985.0
4530,Sarjapur  Road,2.0,78.0,2,1418.0
4597,Sarjapur  Road,2.0,60.0,2,1115.0
4669,Sarjapur  Road,2.0,87.0,3,1525.0
4694,Sarjapur  Road,2.0,71.32,2,1346.0
4783,Sarjapur  Road,3.0,99.0,3,1750.0
4797,Sarjapur  Road,2.0,62.0,2,1145.0
4819,Sarjapur  Road,3.0,88.0,3,1500.0
5011,Sarjapur  Road,2.0,60.0,2,1067.0
